,geonameid,name,asciiname,latitude,longitude,country code
193297,6637409,Maigo Yama,Maigo Yama,-68.13333,42.73333,AQ
193298,6637410,Maigo Zawa,Maigo Zawa,-69.00694,39.61111,AQ
193299,6637411,Mount Maines,Mount Maines,-66.65,53.9,AQ
193300,6637412,Mainsail Rock,Mainsail Rock,-60.6,-46.033,AQ
193301,6637413,"Main, Cape","Main, Cape",-73.55,169.9,AQ
193302,6637414,"Buls, isla","Buls, isla",-64.42466,-62.284580000000005,AQ
193303,6637415,"Maipú, punta","Maipu, punta",-64.86667,-62.933330000000005,AQ
193304,6637416,Maish Nunatak,Maish Nunatak,-74.6,-99.46667,AQ
193305,6637417,Luyan 3,Luyan 3,-69.43333,76.13167,AQ
193306,6637418,Maitland Glacier,Maitland Glacier,-68.77543,-65.05554000000001,AQ
193307,6637419,Majachnaja Bay,Majachnaja Bay,-66.15,101.23333000000001,AQ
193308,6637420,"Majak, nunatak","Majak, nunatak",-81.58333,-21.83333,AQ
193309,6637421,"Majkova, obryv","Majkova, obryv",-80.5,-28.5,AQ
193310,6637422,Majoren,Majoren,-72.28,26.525,AQ
193311,6637423,"Makara Mazaja, gora","Makara Mazaja, gora",-84.06667,-56.65,AQ
193312,6637424,"Makarova, gora","Makarova, gora",-70.63333,66.83333,AQ
193313,6637425,"Maksimov, Cape","Maksimov, Cape",-65.98333000000001,88.0,AQ
193314,6637426,Maku Iwa,Maku Iwa,-71.51666999999999,35.65,AQ
193315,6637427,Luyan 2,Luyan 2,-69.43,76.13167,AQ
193316,6637428,"Makushka, gora","Makushka, gora",-72.98333000000001,69.06667,AQ
193317,6637429,Malachite Lake,Malachite Lake,-69.42583,76.075,AQ
193318,6637430,Malczewski Point,Malczewski Point,-62.175,-58.21666999999999,AQ
193319,6637431,Maling Peak,Maling Peak,-60.650690000000004,-45.67653,AQ
193320,6637432,"Maljutki, skaly","Maljutki, skaly",-72.03333,10.75,AQ
193321,6637433,"Mallis, Mount","Mallis, Mount",-75.66667,160.8,AQ
193322,6637434,Mallory Bluff,Mallory Bluff,-84.03333,165.83333000000002,AQ
193323,6637435,Mallory Point,Mallory Point,-66.8,108.6,AQ
193324,6637436,"Sobenes, Bahía","Sobenes, Bahia",-65.75146,-66.09428,AQ
193325,6637437,"Bouchard, estrecho","Bouchard, estrecho",-64.2,-57.333330000000004,AQ
193326,6637438,Malmrusta,Malmrusta,-74.73167,-11.43333,AQ
193327,6637439,"Maloe Dolinnoe, ozero","Maloe Dolinnoe, ozero",-70.51666999999999,68.66667,AQ
193328,6637440,"Maloe, ozero","Maloe, ozero",-67.68333,45.88333,AQ
193329,6637441,"Maloney, Mount","Maloney, Mount",-85.68333,-163.58333000000002,AQ
193330,6637442,"Malone, Mount","Malone, Mount",-77.86667,-85.6,AQ
193331,6637443,Malpighi Glacier,Malpighi Glacier,-64.266,-62.283,AQ
193332,6637444,Malta Plateau,Malta Plateau,-72.96667,167.3,AQ
193333,6637445,"Malus, islote","Malus, islote",-66.22949,-65.73439,AQ
193334,6637446,Malva Bluff,Malva Bluff,-71.91296,-62.30505,AQ
193335,6637447,"Malville, Mount","Malville, Mount",-82.73299999999999,-48.166000000000004,AQ
193336,6637448,Barela Rock,Barela Rock,-77.01666999999999,-148.86667,AQ
193337,6637449,"Malye Skalistye, ostrova","Malye Skalistye, ostrova",-69.16667,77.33333,AQ
193338,6637450,"Malygina, nunataki","Malygina, nunataki",-71.03333,64.75,AQ
193339,6637451,"Malygincev, buhta","Malygincev, buhta",-65.58333,99.0,AQ
193340,6637452,"Malyj, nunatak","Malyj, nunatak",-81.58333,-26.433329999999998,AQ
193341,6637453,"Malyj, otrog","Malyj, otrog",-73.58333,66.66667,AQ
193342,6637454,Malysh Mountain,Malysh Mountain,-72.15,11.4,AQ
193343,6637455,Malyutki Nunataks,Malyutki Nunataks,-72.06667,10.76667,AQ
193344,6637456,Mame-zima,Mame-zima,-69.02639,39.488890000000005,AQ
193345,6637457,"Mamelón, punta","Mamelon, punta",-67.31963,-64.75556,AQ
193346,6637458,Bargh Glacier,Bargh Glacier,-73.08333,168.76667,AQ
193347,6637459,Man-o-War Glacier,Man-o-War Glacier,-72.06667,168.05,AQ
193348,6637460,Mana,Mana,-72.85,-3.3833300000000004,AQ
193349,6637461,Manao Tan,Manao Tan,-62.21167,-58.99166999999999,AQ
193350,6637462,"Manchón Austral, peñasco","Manchon Austral, penasco",-60.75,-44.71667,AQ
193351,6637463,"Manchots, Ile des","Manchots, Ile des",-66.81111,141.39722,AQ
193352,6637464,"Mancilla, Punta","Mancilla, Punta",-62.49119,-59.666830000000004,AQ
193353,6637465,Manciple Island,Manciple Island,-64.92921,-63.92873,AQ
193354,6637466,Manczarski Point,Manczarski Point,-62.15833000000001,-58.333330000000004,AQ
193355,6637467,Manczarski Valley,Manczarski Valley,-66.27083,100.7375,AQ
193356,6637468,"Barhan, gora","Barhan, gora",-72.13333,14.46667,AQ
193357,6637469,Mandelkliff,Mandelkliff,-71.45,162.08333000000002,AQ
193358,6637470,"Mandisoví, caleta","Mandisovi, caleta",-67.56667,-68.33333,AQ
193359,6637471,Mandolin Hills,Mandolin Hills,-69.90595,-67.35209,AQ
193360,6637472,"Norte, islote","Norte, islote",-67.83781,-67.29359000000001,AQ
193361,6637473,Månesigden,Manesigden,-74.85,-12.3,AQ
193362,6637474,Manfull Ridge,Manfull Ridge,-75.08333,-114.65,AQ
193363,6637475,"Manger, Mount","Manger, Mount",-77.48333000000001,-153.25,AQ
193364,6637476,"Mangin, Mount","Mangin, Mount",-67.43042,-68.45792,AQ
193365,6637477,"Mango, punta","Mango, punta",-64.65,-62.03333000000001,AQ
193366,6637478,Manhaul Glacier,Manhaul Glacier,-72.4,169.75,AQ
193367,6637479,"Manhue, Cape","Manhue, Cape",-78.5,-164.0,AQ
193368,6637480,Manzyû Iwa,Manzyu Iwa,-68.73333000000001,40.43333,AQ
193369,6637481,"Manke, Mount","Manke, Mount",-85.46667,-144.7,AQ
193370,6637482,"Mankinen, Mount","Mankinen, Mount",-73.9,163.1,AQ
193371,6637483,Manna Glacier,Manna Glacier,-69.75,159.66666999999998,AQ
193372,6637484,Mannefallknausane,Mannefallknausane,-74.58333,-14.5,AQ
193373,6637485,"Mannering, Mount","Mannering, Mount",-71.8,164.95,AQ
193374,6637486,Manning Glacier,Manning Glacier,-73.14944,68.27639,AQ
193375,6637487,"Barilari, bahía","Barilari, bahia",-65.916,-64.7,AQ
193376,6637488,Manning Island,Manning Island,-69.355,76.33333,AQ
193377,6637489,Manning Massif,Manning Massif,-70.71556,67.75333,AQ
193378,6637490,Manning Nunataks,Manning Nunataks,-71.0,71.5,AQ
193379,6637491,"Mann, Mount","Mann, Mount",-83.2,-49.333,AQ
193380,6637492,"Manoury, islote","Manoury, islote",-64.44351999999999,-62.83495,AQ
193381,6637493,"Mansfield, punta","Mansfield, punta",-60.65,-45.733000000000004,AQ
193382,6637494,"Mansilla, Caleta","Mansilla, Caleta",-66.38333,-67.16667,AQ
193383,6637495,"Mansilla, islote","Mansilla, islote",-64.08333,-61.03333000000001,AQ
193384,6637496,"Mansurova, gora","Mansurova, gora",-70.95,11.33333,AQ
193385,6637497,Barkell Nunatak,Barkell Nunatak,-67.56667,50.0,AQ
193386,6637498,"Manteiro, nunatak","Manteiro, nunatak",-66.06667,-61.416669999999996,AQ
193387,6637499,Mantell Screes,Mantell Screes,-80.6256,-24.41159,AQ
193388,6637500,"Manterola, Caleta","Manterola, Caleta",-65.91667,-66.05,AQ
193389,6637501,"Manthe, Mount","Manthe, Mount",-74.78333,-99.35,AQ
193390,6637502,Many Glaciers Pond,Many Glaciers Pond,-77.6,163.31667,AQ
193391,6637503,Maotai Shan,Maotai Shan,-73.75,75.78333,AQ
193392,6637504,Mapple Glacier,Mapple Glacier,-65.41637,-62.373569999999994,AQ
193393,6637505,Maquetknausane,Maquetknausane,-72.28333,22.64167,AQ
193394,6637506,"Marais, le","Marais, le",-66.77360999999999,141.56667,AQ
193395,6637507,Maranga Island,Maranga Island,-65.18644,-64.3626,AQ
193396,6637508,Barkell Platform,Barkell Platform,-72.66667,68.26666999999999,AQ
193397,6637509,Marble Hills,Marble Hills,-80.28333,-82.08333,AQ
193398,6637510,Marble Knolls,Marble Knolls,-60.703,-45.611999999999995,AQ
193399,6637511,Marble Peak,Marble Peak,-85.48333000000001,-156.46667,AQ
193400,6637512,Marble Point,Marble Point,-77.43333,163.83333000000002,AQ
193401,6637513,Marble Rock,Marble Rock,-67.61,62.840559999999996,AQ
193402,6637514,Marchant Glacier,Marchant Glacier,-78.1,162.05,AQ
193403,6637515,"Weber, Caleta","Weber, Caleta",-64.5,-61.833330000000004,AQ
193404,6637516,Marcoux Nunatak,Marcoux Nunatak,-69.91667,159.06667,AQ
193405,6637517,"Marégraphe, Ile du","Maregraphe, Ile du",-66.66889,140.00833,AQ
193406,6637518,"Barkell, Lake","Barkell, Lake",-67.46667,60.95,AQ
193407,6637519,"Marescot, cabo","Marescot, cabo",-63.49038,-58.587140000000005,AQ
193408,6637520,Marescot Ridge,Marescot Ridge,-63.53686,-58.55441999999999,AQ
193409,6637521,"Margerie, Cape","Margerie, Cape",-66.81667,141.38333,AQ
193410,6637522,"Marginal, Lake","Marginal, Lake",-74.6,163.5,AQ
193411,6637523,"Margarita, bahía","Margarita, bahia",-68.5,-68.0,AQ
193412,6637524,"Marguerite, Ile","Marguerite, Ile",-66.78694,141.37778,AQ
193413,6637525,Maria Creek,Maria Creek,-77.61667,163.05,AQ
193414,6637526,"Mariacki, Mount","Mariacki, Mount",-62.166669999999996,-58.26667,AQ
193415,6637527,"Mariana, caleta","Mariana, caleta",-62.21171,-58.766180000000006,AQ
193416,6637528,Marie Byrd Land,Marie Byrd Land,-78.0,-130.0,AQ
193417,6637529,"María, isla","Maria, isla",-66.12525,-65.72431,AQ
193418,6637530,"Mariholm, rocas","Mariholm, rocas",-60.746,-45.693000000000005,AQ
193419,6637531,Marin Bluff,Marin Bluff,-69.41635,-68.58731999999999,AQ
193420,6637532,Marin Glacier,Marin Glacier,-76.06667,162.36667,AQ
193421,6637533,"Marina, punta","Marina, punta",-65.2463,-64.25796,AQ
193422,6637534,Marine Plain,Marine Plain,-68.63056,78.13194,AQ
193423,6637535,"Marinelli, islotes","Marinelli, islotes",-64.26666999999999,-62.9,AQ
193424,6637536,"Abbott, Mount","Abbott, Mount",-74.7,163.83333000000002,AQ
193425,6637537,"Adolph, islotes","Adolph, islotes",-66.32361999999999,-67.1901,AQ
193426,6637538,Barker Channel,Barker Channel,-68.44306,78.30278,AQ
193427,6637539,Mariner Glacier,Mariner Glacier,-73.25,167.5,AQ
193428,6637540,Mariner Glacier Tongue,Mariner Glacier Tongue,-73.45,168.33333000000002,AQ
193429,6637541,Mariner Hill,Mariner Hill,-71.86513000000001,-68.27731999999999,AQ
193430,6637542,Mariner Islands,Mariner Islands,-66.01666999999999,101.15,AQ
193431,6637543,Marinerplateau,Marinerplateau,-73.01666999999999,166.33333000000002,AQ
193432,6637544,Marinovic Beach,Marinovic Beach,-77.58333,163.56667,AQ
193433,6637545,"Marin, islotes","Marin, islotes",-65.9,-66.63333,AQ
193434,6637546,Marion Nunataks,Marion Nunataks,-69.75797,-75.29035999999999,AQ
193435,6637547,Maris Nunatak,Maris Nunatak,-69.99472,73.19639000000001,AQ
193436,6637548,"Mari, nunatak","Mari, nunatak",-66.11667,-61.03333000000001,AQ
193437,6637549,Barker Nunatak,Barker Nunatak,-74.87841,-72.70286,AQ
193438,6637550,"Markab, Mount","Markab, Mount",-70.93559,-67.04695,AQ
193439,6637551,Marker Rock,Marker Rock,-66.083,-65.783,AQ
193440,6637552,"Markham, bahía","Markham, bahia",-64.29612,-57.357569999999996,AQ
193441,6637553,Markham Island,Markham Island,-74.6,164.91666999999998,AQ
193442,6637554,Markham Plateau,Markham Plateau,-82.93333,161.16666999999998,AQ
193443,6637555,Mount Markham,Mount Markham,-82.85,161.35,AQ
193444,6637556,Markinsenis Peak,Markinsenis Peak,-71.58333,164.48333,AQ
193445,6637557,"Markova, gora","Markova, gora",-72.95,68.45,AQ
193446,6637558,"Markova, gora","Markova, gora",-80.71667,-27.41667,AQ
193447,6637559,Markovskijknausen,Markovskijknausen,-71.45833,13.266670000000001,AQ
193448,6637560,Barker Range,Barker Range,-72.53333,166.16666999999998,AQ
193449,6637561,"Markov, Cape","Markov, Cape",-66.76666999999999,50.26667,AQ
193450,6637562,Marks Peak,Marks Peak,-76.5,-125.75,AQ
193451,6637563,Marks Point,Marks Point,-85.48333000000001,-155.66666999999998,AQ
193452,6637564,Marø Cliffs,Maro Cliffs,-79.0652,-28.42793,AQ
193453,6637565,"Marquis, Mount","Marquis, Mount",-72.483,-62.5,AQ
193454,6637566,"Marr, bahía","Marr, bahia",-60.683,-44.516000000000005,AQ
193455,6637567,Marr Bluff,Marr Bluff,-69.76852,-69.32374,AQ
193456,6637568,Marr Glacier,Marr Glacier,-77.71667,162.73333,AQ
193457,6637569,Marret,Marret,-66.66611,140.01111,AQ
193458,6637570,Barkleyberge,Barkleyberge,-72.38333,1.0,AQ
193459,6637571,Marret Glacier,Marret Glacier,-66.43333,137.73333,AQ
193460,6637572,Mount Marriner,Mount Marriner,-68.16667,49.05,AQ
193461,6637573,"Marr, Mount","Marr, Mount",-66.4,52.11667,AQ
193462,6637574,Mars Glacier,Mars Glacier,-71.833,-68.433,AQ
193463,6637575,Mars Oasis,Mars Oasis,-71.88125,-68.24493000000001,AQ
193464,6637576,"Marsden, Mount","Marsden, Mount",-67.86667,66.06667,AQ
193465,6637577,Marsh Glacier,Marsh Glacier,-82.86667,158.5,AQ
193466,6637578,Marsh Nunatak,Marsh Nunatak,-73.02360999999999,61.428059999999995,AQ
193467,6637579,Marsh Ridge,Marsh Ridge,-85.76666999999999,-146.16666999999998,AQ
193468,6637580,Barkov Glacier,Barkov Glacier,-71.76666999999999,10.45,AQ
193469,6637581,Marsh Spur,Marsh Spur,-65.88917,-62.62141999999999,AQ
193470,6637582,Marshall Archipelago,Marshall Archipelago,-77.0,-148.5,AQ
193471,6637583,"Marshall, bahía","Marshall, bahia",-60.65,-45.633,AQ
193472,6637584,Marshall Mountains,Marshall Mountains,-84.61667,164.5,AQ
193473,6637585,Marshall Nunatak,Marshall Nunatak,-74.14737,-75.76836999999999,AQ
193474,6637586,Marshall Peak,Marshall Peak,-71.14971,-61.52075,AQ
193475,6637587,Marshall Ridge,Marshall Ridge,-78.05,164.08333000000002,AQ
193476,6637588,Marshall Stream,Marshall Stream,-78.06667,164.3,AQ
193477,6637589,Marshall Valley,Marshall Valley,-78.06667,164.16666999999998,AQ
193478,6637590,Mount Marshall,Mount Marshall,-84.68333,164.65,AQ
193479,6637591,"Barkow, Mount","Barkow, Mount",-73.37323,-62.875,AQ
193480,6637592,"Marsh, Cape","Marsh, Cape",-65.25016,-59.46041999999999,AQ
193481,6637593,Mount Marsland,Mount Marsland,-67.18333,51.23333,AQ
193482,6637594,Marsteinen,Marsteinen,-71.43333,-1.68333,AQ
193483,6637595,Marston Glacier,Marston Glacier,-76.9,162.5,AQ
193484,6637596,"Marston, Mount","Marston, Mount",-76.9,162.2,AQ
193485,6637597,Mars Island,Mars Island,-66.05,101.13333,AQ
193486,6637598,"Marta, Islote","Marta, Islote",-64.85,-63.11666999999999,AQ
193487,6637599,"Martel, ensenada","Martel, ensenada",-62.09248,-58.352509999999995,AQ
193488,6637600,Martello Tower,Martello Tower,-62.1,-58.15,AQ
193489,6637601,Martens Peak,Martens Peak,-85.56667,-131.03333,AQ
193490,6637602,Barlas Channel,Barlas Channel,-67.233,-67.783,AQ
193491,6637603,"Martillo, cabo","Martillo, cabo",-63.5,-60.816669999999995,AQ
193492,6637604,Martin Dome,Martin Dome,-83.25,157.35,AQ
193493,6637605,"Martín Fierro, nunatak","Martin Fierro, nunatak",-74.58333,-62.25,AQ
193494,6637606,Martin Glacier,Martin Glacier,-68.49967,-66.83034,AQ
193495,6637607,Martin Hill,Martin Hill,-72.8,169.23333,AQ
193496,6637608,Martin Hills,Martin Hills,-82.06667,-88.01666999999999,AQ
193497,6637609,Martin Island,Martin Island,-66.73333000000001,56.96666999999999,AQ
193498,6637610,"Martín, islas","Martin, islas",-65.63141,-65.37937,AQ
193499,6637611,Martin Massif,Martin Massif,-70.47083,65.64778000000001,AQ
193500,6637612,"Barlas, cabo","Barlas, cabo",-60.716,-45.0,AQ
193501,6637613,Martin Nunataks,Martin Nunataks,-74.95,158.76667,AQ
193502,6637614,Martin Peak,Martin Peak,-84.366,-65.35,AQ
193503,6637615,Martin Peninsula,Martin Peninsula,-74.0,-114.25,AQ
193504,6637616,Martin Reef,Martin Reef,-67.56667,65.51666999999999,AQ
193505,6637617,Martin Ridge,Martin Ridge,-70.7,67.36667,AQ
193506,6637618,Martin Ridge,Martin Ridge,-84.41667,165.5,AQ
193507,6637619,"Martínez, cabo","Martinez, cabo",-64.65,-62.183330000000005,AQ
193508,6637620,"Martine, Mount","Martine, Mount",-69.74096999999999,-75.16337,AQ
193509,6637621,"Martins, punta","Martins, punta",-62.18846,-58.22509,AQ
193510,6637622,"Barlow, islote","Barlow, islote",-62.86792,-62.34006,AQ
193511,6637623,Martinsenbrekka,Martinsenbrekka,-74.42333,-10.21667,AQ
193512,6637624,"Martin, Mount","Martin, Mount",-69.61532,-63.07962,AQ
193513,6637625,"Martín, punta","Martin, punta",-60.76667,-44.68333,AQ
193514,6637626,"Martin, Port","Martin, Port",-66.8,141.33333000000002,AQ
193515,6637627,Mount Martyn,Mount Martyn,-69.4,157.13333,AQ
193516,6637628,"Martyrs, Passage des","Martyrs, Passage des",-66.66944000000001,140.01528000000002,AQ
193517,6637629,Maruhana,Maruhana,-67.93333,44.48333,AQ
193518,6637630,"Maruja, Punta","Maruja, Punta",-64.81667,-62.85,AQ
193519,6637631,Barlow Rocks,Barlow Rocks,-78.48333000000001,163.4,AQ
193520,6637632,Marujupu Peak,Marujupu Peak,-76.51666999999999,-145.61667,AQ
193521,6637633,Maru Yama,Maru Yama,-69.475,39.75833,AQ
193522,6637634,"Marvel, Mount","Marvel, Mount",-78.75,159.36667,AQ
193523,6637635,Marvin Nunatak,Marvin Nunatak,-77.76666999999999,160.05,AQ
193524,6637636,"Marwick, Mount","Marwick, Mount",-71.03333,162.8,AQ
193525,6637637,"Mary, Punta","Mary, Punta",-63.316669999999995,-57.916669999999996,AQ
193526,6637638,Marze Peak,Marze Peak,-78.86667,-84.53333,AQ
193527,6637639,"Marzolf, Mount","Marzolf, Mount",-70.45,159.66666999999998,AQ
193528,6637640,"Mar, islote","Mar, islote",-64.15,-60.98333,AQ
193529,6637641,Barn Rock,Barn Rock,-68.69197,-67.53405,AQ
193530,6637642,"Mascardi, nunatak","Mascardi, nunatak",-66.2,-61.71666999999999,AQ
193531,6637643,"Mascart, cabo","Mascart, cabo",-66.6308,-67.67148,AQ
193532,6637644,"Mascías, caleta","Mascias, caleta",-64.91922,-63.00385,AQ
193533,6637645,"Maskelyne, Paso","Maskelyne, Paso",-65.85,-65.416,AQ
193534,6637646,Mount Maslen,Mount Maslen,-67.7,49.11667,AQ
193535,6637647,"Masley, Mount","Masley, Mount",-72.98333000000001,162.9,AQ
193536,6637648,Mason Glacier,Mason Glacier,-78.88333,161.68333,AQ
193537,6637649,"Mason, caleta","Mason, caleta",-72.89010999999999,-60.3495,AQ
193538,6637650,Mason Peaks,Mason Peaks,-72.78333,74.73333000000001,AQ
193539,6637651,Mason Spur,Mason Spur,-78.55,164.41666999999998,AQ
193540,6637652,Barnacle Valley,Barnacle Valley,-76.78333,161.2,AQ
193541,6637653,"Mason, Mount","Mason, Mount",-84.71667,-169.8,AQ
193542,6637654,Masquerade Ridge,Masquerade Ridge,-83.06667,164.66666999999998,AQ
193543,6637655,Massam Glacier,Massam Glacier,-84.55,-175.2,AQ
193544,6637656,"Massam, Mount","Massam, Mount",-81.73333000000001,158.2,AQ
193545,6637657,"Massell, Mount","Massell, Mount",-72.48333000000001,163.35,AQ
193546,6637658,Massey Glacier,Massey Glacier,-71.88333,168.4,AQ
193547,6637659,Massey Heights,Massey Heights,-63.97172,-57.964940000000006,AQ
193548,6637660,Masson Range,Masson Range,-67.83333,62.815,AQ
193549,6637661,Mast Hill,Mast Hill,-68.18441,-67.00201,AQ
193550,6637662,"Barnard, Punta","Barnard, Punta",-62.758230000000005,-60.34049,AQ
193551,6637663,Mast Point,Mast Point,-66.36889000000001,110.44111000000001,AQ
193552,6637664,"Mastelero, pasaje","Mastelero, pasaje",-64.88333,-63.13333000000001,AQ
193553,6637665,Mata Taua Peak,Mata Taua Peak,-78.11667,161.95,AQ
193554,6637666,Matador Mountain,Matador Mountain,-85.16667,-176.83333000000002,AQ
193555,6637667,Matchless Mountain,Matchless Mountain,-76.63333,161.58333000000002,AQ
193556,6637668,Mount Mateer,Mount Mateer,-66.98333000000001,51.13333,AQ
193557,6637669,"Mate, nunatak","Mate, nunatak",-66.03333,-61.083330000000004,AQ
193558,6637670,"Matha, estrecho","Matha, estrecho",-66.55,-67.433,AQ
193559,6637671,Mather Peninsula,Mather Peninsula,-68.84722,77.92166999999999,AQ
193560,6637672,Barne Glacier,Barne Glacier,-77.6,166.43333,AQ
193561,6637673,"Mather, Mount","Mather, Mount",-73.47055999999999,61.09028000000001,AQ
193562,6637674,Matheson Glacier,Matheson Glacier,-70.78453,-62.20345,AQ
193563,6637675,Mount Matheson,Mount Matheson,-66.95,50.93333,AQ
193564,6637676,"Matheson, Mount","Matheson, Mount",-75.08758,-72.16725,AQ
193565,6637677,"Matheu, caleta","Matheu, caleta",-64.9,-63.433330000000005,AQ
193566,6637678,Mathewson Point,Mathewson Point,-74.38333,-132.55,AQ
193567,6637679,"Mathew, Mount","Mathew, Mount",-81.68333,159.95,AQ
193568,6637680,"Mathieu, Rocher","Mathieu, Rocher",-66.33055999999999,136.81389,AQ
193569,6637681,Mathis Nunataks,Mathis Nunataks,-77.13333,-143.45,AQ
193570,6637682,Mathis Spur,Mathis Spur,-83.32598,-51.25898,AQ
193571,6637683,Barne Inlet,Barne Inlet,-80.25,160.25,AQ
193572,6637684,Mathys Bank,Mathys Bank,-80.30588,-28.53867,AQ
193573,6637685,Matikonis Peak,Matikonis Peak,-75.35,-138.23333,AQ
193574,6637686,"Matin, Mount","Matin, Mount",-65.13625,-63.630419999999994,AQ
193575,6637687,"Matjushkina, nunataki","Matjushkina, nunataki",-70.86667,66.58333,AQ
193576,6637688,"Matkah, punta","Matkah, punta",-63.95399999999999,-58.331,AQ
193577,6637689,Matney Peak,Matney Peak,-79.16667,-86.23333000000001,AQ
193578,6637690,Matsch Ridge,Matsch Ridge,-77.56667,-86.33333,AQ
193579,6637691,"Matsuyama, islotes","Matsuyama, islotes",-66.66903,-66.57318000000001,AQ
193580,6637692,Matterhorn,Matterhorn,-77.66667,162.45,AQ
193581,6637693,Barnes Bluff,Barnes Bluff,-74.76666999999999,-110.31667,AQ
193582,6637694,Matterhorn Glacier,Matterhorn Glacier,-77.68333,162.45,AQ
193583,6637695,Matterson Inlet,Matterson Inlet,-80.83333,160.5,AQ
193584,6637696,Matthes Glacier,Matthes Glacier,-67.49655,-65.78397,AQ
193585,6637697,Matthews Glacier,Matthews Glacier,-75.633,-66.116,AQ
193586,6637698,"Matthews, isla","Matthews, isla",-60.75,-45.15,AQ
193587,6637699,Matthews Peak,Matthews Peak,-67.67573,-67.74600000000001,AQ
193588,6637700,Matthews Ridge,Matthews Ridge,-70.95,167.05,AQ
193589,6637701,"Matthias, Mount","Matthias, Mount",-71.21667,164.68333,AQ
193590,6637702,Mattox Bastion,Mattox Bastion,-77.63333,160.93333,AQ
193591,6637703,Matusevich Glacier,Matusevich Glacier,-69.33,157.45,AQ
193592,6637704,Matusevich Glacier Tongue,Matusevich Glacier Tongue,-69.08333,157.25,AQ
193593,6637705,"Matvejchuka, gora","Matvejchuka, gora",-73.43333,62.71666999999999,AQ
193594,6637706,"Matvejchuka, podlëdnaja dolina","Matvejchuka, podlednaja dolina",-68.5,48.5,AQ
193595,6637707,"Matz, Mount","Matz, Mount",-74.7,162.28333,AQ
193596,6637708,"Maude, Cape","Maude, Cape",-83.15,168.41666999999998,AQ
193597,6637709,Maudheimvidda,Maudheimvidda,-73.5,-10.0,AQ
193598,6637710,Mauger Nunatak,Mauger Nunatak,-85.73333000000001,176.73333,AQ
193599,6637711,"Micalvi, Punta","Micalvi, Punta",-65.66484,-66.06945,AQ
193600,6637712,Maury Bay,Maury Bay,-66.5,124.7,AQ
193601,6637713,Maury Glacier,Maury Glacier,-72.616,-62.183,AQ
193602,6637714,Mautino Peak,Mautino Peak,-77.35,162.05,AQ
193603,6637715,"Maveroff, isla","Maveroff, isla",-65.48333000000001,-65.66667,AQ
193604,6637716,Mawson Coast,Mawson Coast,-68.0,63.0,AQ
193605,6637717,Barnes Peak,Barnes Peak,-84.38333,167.56667,AQ
193606,6637718,Mawson Corridor,Mawson Corridor,-66.75,63.333330000000004,AQ
193607,6637719,Mawson Escarpment,Mawson Escarpment,-73.08333,68.16667,AQ
193608,6637720,Mawson Flat,Mawson Flat,-76.16667,161.91666999999998,AQ
193609,6637721,Mawson Glacier,Mawson Glacier,-76.21667,162.08333000000002,AQ
193610,6637722,Mawson Peninsula,Mawson Peninsula,-68.58333,154.18333,AQ
193611,6637723,Mawson Sea,Mawson Sea,-65.0,105.0,AQ
193612,6637724,"Mawson, cabo","Mawson, cabo",-70.2,-74.96667,AQ
193613,6637725,"Guardia Nacional, bahía (Is. Shetland del Sur)","Guardia Nacional, bahia (Is. Shetland del Sur)",-62.22286999999999,-58.85868000000001,AQ
193614,6637726,Barnes Ridge,Barnes Ridge,-78.13333,-84.66667,AQ
193615,6637727,May Peak,May Peak,-85.95,-132.38333,AQ
193616,6637728,May Valley,May Valley,-83.29125,-51.11334,AQ
193617,6637729,Maya Mountain,Maya Mountain,-77.78333,160.55,AQ
193618,6637730,Mayeda Peak,Mayeda Peak,-84.6,164.68333,AQ
193619,6637731,Mayer Crags,Mayer Crags,-84.88333,-168.75,AQ
193620,6637732,Mayer Hills,Mayer Hills,-69.53965,-67.10388,AQ
193621,6637733,Mayewski Peak,Mayewski Peak,-77.3,162.23333,AQ
193622,6637734,"Mayhew, Mount","Mayhew, Mount",-65.57986,-62.424859999999995,AQ
193623,6637735,Mayman Nunatak,Mayman Nunatak,-71.08333,66.93333,AQ
193624,6637736,"Adriasola, cabo","Adriasola, cabo",-67.63115,-69.12363,AQ
193625,6637737,"Barnes, Mount","Barnes, Mount",-77.63333,163.58333000000002,AQ
193626,6637738,Mayo Peak,Mayo Peak,-74.81667,-110.55,AQ
193627,6637739,"Mayor, cerro","Mayor, cerro",-63.65,-57.566669999999995,AQ
193628,6637740,"Mayo, Cape","Mayo, Cape",-68.89689,-63.37288,AQ
193629,6637741,Mayr Kette,Mayr Kette,-72.16667,2.41667,AQ
193630,6637742,"May, Cape","May, Cape",-81.83333,162.83333000000002,AQ
193631,6637743,Mazurek Point,Mazurek Point,-62.14167,-58.13333000000001,AQ
193632,6637744,Mazza Point,Mazza Point,-71.32066,-73.6066,AQ
193633,6637745,Mazzeo Island,Mazzeo Island,-65.15509,-64.99136999999999,AQ
193634,6637746,"McAllister, Mount","McAllister, Mount",-68.76354,-65.88219000000001,AQ
193635,6637747,Barnett Glacier,Barnett Glacier,-70.98333000000001,167.5,AQ
193636,6637748,McArthur Glacier,McArthur Glacier,-71.3412,-67.43984,AQ
193637,6637749,"McArthur, Mount","McArthur, Mount",-71.16619,-70.33657,AQ
193638,6637750,McCain Bluff,McCain Bluff,-70.31667,160.08333000000002,AQ
